league,t1,t2,top_t1,jung_t1,mid_t1,adc_t1,sup_t1,top_t2,jung_t2,mid_t2,adc_t2,sup_t2,total_kills
LIT,AVE Axolotl,EKO Esports,Yorick,Maokai,Jayce,Smolder,Alistar,Cho'Gath,Ivern,Sylas,Vayne,Leona,42
LVP SL,Barça eSports,Movistar KOI Fénix,Cho'Gath,Vi,Ahri,Xayah,Nautilus,K'Sante,Viego,Ryze,Corki,Rell,23
NLC,Rich Gang,Verdant,Renekton,Nocturne,Azir,Kai'Sa,Nautilus,Jax,Sejuani,Sylas,Jhin,Rakan,30
LFL,Karmine Corp Blue,Gentle Mates,Sion,Vi,Syndra,Corki,Braum,Ambessa,Sejuani,Ryze,Xayah,Lulu,25
LFL,Galions,GameWard,Aatrox,Wukong,Azir,Senna,Leona,Yorick,Sejuani,Aurelion Sol,Lucian,Nautilus,23
LVP SL,Movistar KOI Fénix,Barça eSports,Aatrox,Xin Zhao,Orianna,Aphelios,Braum,Gnar,Pantheon,Aurora,Zeri,Renata Glasc,21
NLC,Verdant,Rich Gang,Ambessa,Jarvan IV,Ryze,Senna,Tahm Kench,Sion,Trundle,Ahri,Ezreal,Alistar,34
LFL,GameWard,Galions,K'Sante,Jarvan IV,Orianna,Aphelios,Renata Glasc,Gnar,Skarner,Sylas,Sivir,Rell,30
NACL,Vancouver Impact,DarkZero Dragonsteel,K'Sante,Xin Zhao,Taliyah,Lucian,Taric,Aatrox,Vi,Aurora,Xayah,Rakan,31
NACL,Dorado Gaming,CCG Esports,Aurora,Pantheon,Taliyah,Kai'Sa,Neeko,Sion,Wukong,Orianna,Xayah,Rakan,25
NACL,Supernova,Winthrop University,Vladimir,Trundle,Ryze,Varus,Alistar,Gwen,Wukong,Viktor,Miss Fortune,Braum,44
NACL,Luminosity Gaming,Conviction,K'Sante,Maokai,Corki,Ezreal,Neeko,Sion,Jarvan IV,Viktor,Varus,Nami,18
NACL,Citadel Gaming,Blue Otter,Rumble,Trundle,Orianna,Jhin,Bard,K'Sante,Naafiri,Hwei,Varus,Alistar,34
LCKC,BNK FEARX Youth,DRX Challengers,Gwen,Jarvan IV,Ahri,Yunara,Poppy,Ambessa,Wukong,Azir,Corki,Bard,22
LCKC,Hanwha Life Esports Challengers,Dplus KIA Challengers,Ambessa,Wukong,Annie,Tristana,Rell,Gwen,Xin Zhao,Aurora,Yunara,Braum,23
LCKC,DRX Challengers,BNK FEARX Youth,Jayce,Pantheon,Taliyah,Senna,Alistar,K'Sante,Trundle,Ryze,Miss Fortune,Gragas,22
LCKC,Dplus KIA Challengers,Hanwha Life Esports Challengers,K'Sante,Skarner,Azir,Jhin,Leona,Sion,Kindred,Taliyah,Sivir,Nautilus,38
LCKC,BNK FEARX Youth,DRX Challengers,Jax,Kindred,Aurora,Sivir,Rakan,Yorick,Skarner,Orianna,Zeri,Lulu,32
LCK,BNK FEARX,Dplus KIA,Gwen,Xin Zhao,Azir,Lucian,Braum,Rumble,Sejuani,Yone,Varus,Alistar,33
LCK,Dplus KIA,BNK FEARX,Ambessa,Lee Sin,Ryze,Yunara,Neeko,Renekton,Trundle,Ahri,Kai'Sa,Rell,24
LPL,Ultra Prime,LNG Esports,Sion,Pantheon,Taliyah,Kai'Sa,Rell,Rumble,Wukong,Annie,Xayah,Rakan,30
LPL,Ultra Prime,LNG Esports,Ambessa,Xin Zhao,Ryze,Sivir,Braum,Renekton,Skarner,Aurora,Jinx,Alistar,30
LCK,KT Rolster,Hanwha Life Esports,Rumble,Xin Zhao,Taliyah,Aphelios,Nautilus,Ornn,Wukong,Ryze,Yunara,Alistar,36
LPL,LNG Esports,Ultra Prime,Poppy,Viego,Sylas,Jhin,Nautilus,K'Sante,Jarvan IV,Akali,Lucian,Leona,34
LCK,KT Rolster,Hanwha Life Esports,Sion,Trundle,Viktor,Jhin,Karma,Aatrox,Jarvan IV,Orianna,Kai'Sa,Neeko,33
LPL,Anyone's Legend,FunPlus Phoenix,Ornn,Trundle,Azir,Lucian,Braum,Rumble,Sejuani,Yone,Yunara,Alistar,24
LPL,Anyone's Legend,FunPlus Phoenix,Sion,Poppy,Viktor,Sivir,Rell,Aatrox,Wukong,Aurora,Corki,Nautilus,28
HM,Nightbirds,Tan'i eSports CZ,Gwen,Sejuani,Yone,Kai'Sa,Rell,Ambessa,Xin Zhao,Ryze,Yunara,Rakan,44
LPL,FunPlus Phoenix,Anyone's Legend,Jax,Pantheon,Sylas,Xayah,Renata Glasc,Renekton,Xin Zhao,Orianna,Jhin,Rakan,15
TCL,ULF Esports,Papara SuperMassive,Aatrox,Pantheon,Galio,Jinx,Thresh,K'Sante,Jarvan IV,Ryze,Yunara,Blitzcrank,33
HM,Tan'i eSports CZ,Nightbirds,K'Sante,Wukong,Hwei,Varus,Poppy,Kled,Ivern,Akali,Corki,Leona,31
TCL,The Forbidden Five,Bushido Wildcats,Ambessa,Trundle,Aurelion Sol,Kai'Sa,Leona,Jayce,Wukong,Orianna,Yunara,Rakan,31
NLC,Bulldog Esports,Lundqvist Lightside,Sion,Xin Zhao,Akali,Varus,Rakan,Shen,Wukong,Syndra,Jhin,Rell,28
LFL,GameWard,Vitality.Bee,Sion,Trundle,Orianna,Kalista,Renata Glasc,Kayn,Jarvan IV,Ryze,Corki,Neeko,28
HM,Nightbirds,Tan'i eSports CZ,Yorick,Pantheon,Annie,Aphelios,Thresh,Cho'Gath,Jarvan IV,Viktor,Jinx,Lulu,25
TCL,Misa Esports,BoostGate Esports,Rumble,Wukong,Galio,Jhin,Neeko,Ambessa,Lee Sin,Orianna,Yunara,Rakan,34
NLC,Bulldog Esports,Lundqvist Lightside,Jax,Vi,Ahri,Jinx,Tahm Kench,Yorick,Kindred,Galio,Corki,Nautilus,40
LFL,Vitality.Bee,GameWard,Gwen,Wukong,Annie,Kai'Sa,Rakan,Gragas,Xin Zhao,Akali,Xayah,Lulu,26
LIT,AVE Axolotl,aNc Legends,K'Sante,Xin Zhao,Azir,Xayah,Rakan,Rumble,Vi,Hwei,Corki,Neeko,38
HM,Entropiq,eSuba,Rumble,Sejuani,Yone,Kai'Sa,Nautilus,K'Sante,Wukong,Annie,Yunara,Alistar,27
NLC,Bulldog Esports,Lundqvist Lightside,Aatrox,Pantheon,Orianna,Aphelios,Lulu,Renekton,Trundle,Viktor,Yunara,Vel'Koz,34
LFL,Vitality.Bee,GameWard,Yone,Sejuani,Ezreal,Ziggs,Alistar,Ornn,Dr. Mundo,Taliyah,Yunara,Rell,27
HM,Entropiq,eSuba,Sion,Xin Zhao,Sylas,Sivir,Lulu,Shen,Maokai,Corki,Twitch,Soraka,25
LIT,aNc Legends,AVE Axolotl,Renekton,Zac,Orianna,Yunara,Bard,Poppy,Sejuani,Viktor,Jinx,Lulu,30
LIT,aNc Legends,AVE Axolotl,Aatrox,Pantheon,Taliyah,Aphelios,Leona,Urgot,Wukong,Ahri,Ezreal,Nautilus,33
LFL,Joblife,Gentle Mates,Gwen,Jarvan IV,Annie,Senna,Karma,Jax,Xin Zhao,Taliyah,Smolder,Alistar,24
NACL,DarkZero Dragonsteel,Winthrop University,Rumble,Trundle,Orianna,Lucian,Milio,Gwen,Wukong,Viktor,Senna,Rell,23
NACL,Blue Otter,CCG Esports,Rumble,Pantheon,Ziggs,Senna,Nautilus,K'Sante,Sejuani,Azir,Lucian,Nami,37
NACL,Citadel Gaming,Vancouver Impact,Rumble,Wukong,Galio,Xayah,Rakan,Illaoi,Rengar,Ziggs,Senna,Shaco,28
NACL,Conviction,Supernova,Jax,Maokai,Cassiopeia,Riven,Rakan,Jayce,Trundle,Ryze,Corki,Rell,25
NACL,Luminosity Gaming,Dorado Gaming,Renekton,Maokai,Corki,Tristana,Neeko,Jax,Ivern,Azir,Yunara,Braum,30
LCK,DRX,OKSavingsBank BRION,Gwen,Xin Zhao,Galio,Yunara,Rakan,Aurora,Vi,Cassiopeia,Kai'Sa,Rell,16
LCK,OKSavingsBank BRION,DRX,Rumble,Wukong,Annie,Corki,Nautilus,Ambessa,Jarvan IV,Orianna,Jhin,Alistar,21
LPL,Team WE,Bilibili Gaming,Sion,Maokai,Azir,Varus,Renata Glasc,Ambessa,Pantheon,Taliyah,Sivir,Nautilus,34
LCK,DRX,OKSavingsBank BRION,Cho'Gath,Viego,Ryze,Aphelios,Thresh,Sion,Zed,Viktor,Sivir,Blitzcrank,32
LPL,Team WE,Bilibili Gaming,Rumble,Xin Zhao,Aurora,Corki,Rell,Ornn,Wukong,Orianna,Kai'Sa,Neeko,27
LPL,Bilibili Gaming,Team WE,Renekton,Nocturne,Annie,Xayah,Rakan,Aatrox,Sejuani,Hwei,Caitlyn,Braum,21
LCK,Nongshim RedForce,T1,Rumble,Trundle,Ryze,Xayah,Lulu,Aurora,Nocturne,Orianna,Jhin,Alistar,29
LCP,Chiefs Esports Club,MGN Vikings Esports,Jax,Xin Zhao,Taliyah,Yunara,Braum,Ambessa,Wukong,Annie,Lucian,Alistar,16
LPL,Top Esports,Weibo Gaming,Sion,Wukong,Annie,Yunara,Nautilus,K'Sante,Xin Zhao,Aurora,Kai'Sa,Rakan,29
LCK,Nongshim RedForce,T1,Gwen,Wukong,Corki,Kalista,Renata Glasc,Ambessa,Xin Zhao,Galio,Sivir,Poppy,28
LCP,Chiefs Esports Club,MGN Vikings Esports,K'Sante,Maokai,Yone,Kai'Sa,Neeko,Udyr,Jarvan IV,Aurora,Ezreal,Karma,17
LPL,Weibo Gaming,Top Esports,Jax,Trundle,Taliyah,Senna,Poppy,Yorick,Vi,Ahri,Sivir,Alistar,22
LCP,MGN Vikings Esports,Chiefs Esports Club,Jayce,Vi,Ziggs,Senna,Nautilus,Ornn,Trundle,Azir,Xayah,Rakan,22
LPL,Invictus Gaming,JD Gaming,Sion,Skarner,Orianna,Varus,Alistar,Ambessa,Pantheon,Taliyah,Corki,Rell,27
LCP,PSG Talon,GAM Esports,Sion,Ivern,Azir,Sivir,Rell,Aurora,Maokai,Yone,Yunara,Rakan,14
LPL,JD Gaming,Invictus Gaming,Rumble,Xin Zhao,Ryze,Xayah,Rakan,Ornn,Vi,Annie,Kai'Sa,Neeko,40
LCP,PSG Talon,GAM Esports,Rumble,Vi,Ahri,Corki,Nautilus,Galio,Xin Zhao,Taliyah,Kai'Sa,Braum,35
LEC,G2 Esports,Team Heretics,Sion,Poppy,Annie,Jinx,Alistar,K'Sante,Wukong,Azir,Yunara,Braum,25
LTA S,Vivo Keyd Stars,FURIA,Gwen,Jarvan IV,Viktor,Kai'Sa,Rell,Aurora,Xin Zhao,Ryze,Yunara,Renata Glasc,32
LTA S,Vivo Keyd Stars,FURIA,Ambessa,Trundle,Galio,Varus,Nautilus,Rumble,Vi,Ahri,Sivir,Braum,22
LEC,G2 Esports,Team Heretics,Jax,Pantheon,Orianna,Caitlyn,Bard,Gragas,Xin Zhao,Viktor,Miss Fortune,Rakan,17
LTA S,Vivo Keyd Stars,FURIA,Sion,Pantheon,Annie,Miss Fortune,Alistar,K'Sante,Skarner,Akali,Corki,Neeko,25
LEC,Movistar KOI,GiantX,Aurora,Wukong,Azir,Sivir,Neeko,K'Sante,Trundle,Taliyah,Kai'Sa,Nautilus,36
LTA S,LOUD,Isurus,Rumble,Wukong,Orianna,Sivir,Alistar,Sion,Vi,Taliyah,Yunara,Nautilus,25
LEC,Movistar KOI,GiantX,Sion,Pantheon,Galio,Ezreal,Rakan,Cho'Gath,Xin Zhao,Orianna,Xayah,Rell,19
LTA S,Isurus,LOUD,Cho'Gath,Trundle,Aurora,Varus,Bard,Yorick,Ambessa,Annie,Lucian,Pyke,17
LEC,GiantX,Movistar KOI,Rumble,Maokai,Yone,Jhin,Bard,Ornn,Poppy,Ryze,Aphelios,Alistar,24
LTA N,Shopify Rebellion,100 Thieves,Gwen,Xin Zhao,Annie,Corki,Rell,Jax,Wukong,Orianna,Yunara,Rakan,35
LTA N,100 Thieves,Shopify Rebellion,Sion,Jarvan IV,Azir,Jhin,Bard,Ambessa,Maokai,Yone,Ezreal,Alistar,30
LTA N,Shopify Rebellion,100 Thieves,Cho'Gath,Trundle,Viktor,Sivir,Neeko,Renekton,Nocturne,Ahri,Kai'Sa,Leona,18
LTA N,FlyQuest,LYON,Rumble,Wukong,Viktor,Yunara,Rell,Ornn,Trundle,Orianna,Kai'Sa,Neeko,17
LTA N,LYON,FlyQuest,Aatrox,Vi,Aurora,Jinx,Alistar,Sion,Xin Zhao,Taliyah,Xayah,Rakan,46
LCK,KT Rolster,Gen.G,Ambessa,Trundle,Ryze,Jhin,Rell,Gwen,Vi,Taliyah,Corki,Neeko,25
LCK,KT Rolster,Gen.G,Ornn,Xin Zhao,Annie,Xayah,Rakan,Rumble,Skarner,Galio,Ezreal,Poppy,18
LCK,DN Freecs,Dplus KIA,Rumble,Vi,Ahri,Lucian,Braum,Gwen,Wukong,Taliyah,Sivir,Neeko,41
LPL,ThunderTalk Gaming,EDward Gaming,Rumble,Vi,Aurora,Smolder,Braum,K'Sante,Trundle,Azir,Corki,Alistar,19
LCK,DN Freecs,Dplus KIA,Ambessa,Jarvan IV,Galio,Xayah,Rakan,Aurora,Trundle,Jayce,Corki,Janna,29
LCP,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,Sion,Xin Zhao,Azir,Senna,Alistar,K'Sante,Wukong,Taliyah,Yunara,Nautilus,25
LPL,EDward Gaming,ThunderTalk Gaming,Aatrox,Wukong,Orianna,Yunara,Nautilus,Poppy,Xin Zhao,Sylas,Aphelios,Renata Glasc,30
LCP,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,Rumble,Nocturne,Orianna,Corki,Galio,Ornn,Vi,Aurora,Lucian,Braum,31
LPL,ThunderTalk Gaming,EDward Gaming,Sion,Nocturne,Ahri,Varus,Rell,Ambessa,Jarvan IV,Galio,Jhin,Leona,29
LCP,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,Aatrox,Jarvan IV,Ahri,Xayah,Rakan,Ambessa,Sejuani,Sylas,Kai'Sa,Rell,49
LPL,Bilibili Gaming,Team WE,Ambessa,Pantheon,Galio,Xayah,Rakan,Rumble,Xin Zhao,Taliyah,Corki,Nautilus,50
LCP,Team Secret Whales,CTBC Flying Oyster,Aurora,Wukong,Galio,Kai'Sa,Rell,Sion,Pantheon,Annie,Yunara,Braum,25
LPL,Team WE,Bilibili Gaming,Yorick,Olaf,Orianna,Varus,Renata Glasc,Sion,Zed,Azir,Sivir,Alistar,30
LCP,Team Secret Whales,CTBC Flying Oyster,Jax,Trundle,Ziggs,Jhin,Bard,Ambessa,Xin Zhao,Azir,Varus,Neeko,31
LPL,Bilibili Gaming,Team WE,Renekton,Sejuani,Cassiopeia,Tristana,Neeko,Ornn,Viego,Ryze,Kai'Sa,Rell,31
LTA S,Fluxo W7M,Leviatan,Ambessa,Trundle,Azir,Senna,Rell,Renekton,Nocturne,Orianna,Sivir,Nautilus,24
LEC,Fnatic,Team BDS,Rumble,Jarvan IV,Ryze,Varus,Alistar,Sion,Xin Zhao,Viktor,Aphelios,Rakan,26
LEC,Fnatic,Team BDS,Yorick,Poppy,Azir,Yunara,Neeko,Jayce,Sejuani,Taliyah,Smolder,Karma,16
LTA S,Fluxo W7M,Leviatan,Sion,Xin Zhao,Viktor,Ezreal,Leona,K'Sante,Vi,Ryze,Corki,Rakan,35
LEC,Karmine Corp,Movistar KOI,Rumble,Skarner,Azir,Yunara,Milio,Aurora,Lillia,Yone,Aphelios,Alistar,14
LTA S,paiN Gaming,RED Canids,K'Sante,Jarvan IV,Taliyah,Yunara,Rell,Cho'Gath,Wukong,Akali,Corki,Neeko,42
LEC,Movistar KOI,Karmine Corp,Ambessa,Poppy,Taliyah,Sivir,Rakan,Sion,Xin Zhao,Annie,Jinx,Lulu,22
LTA S,RED Canids,paiN Gaming,Rumble,Xin Zhao,Sylas,Varus,Rakan,Ambessa,Trundle,Galio,Sivir,Bard,25
LEC,Karmine Corp,Movistar KOI,K'Sante,Vi,Viktor,Corki,Neeko,Ornn,Pantheon,Orianna,Xayah,Rell,38
LTA N,Cloud9,Team Liquid,Rumble,Wukong,Azir,Corki,Neeko,Sion,Trundle,Annie,Yunara,Renata Glasc,27
LTA N,Team Liquid,Cloud9,Renekton,Xin Zhao,Ziggs,Kai'Sa,Rakan,Aurora,Skarner,Galio,Jhin,Alistar,36
LTA N,Dignitas,Disguised,Sion,Xin Zhao,Azir,Jhin,Poppy,Rumble,Vi,Ziggs,Kai'Sa,Alistar,20
LTA N,Dignitas,Disguised,Renekton,Olaf,Ryze,Corki,Neeko,K'Sante,Wukong,Malzahar,Aphelios,Thresh,24
LTA N,Disguised,Dignitas,Gwen,Jarvan IV,Taliyah,Jinx,Rell,Ambessa,Trundle,Ahri,Lucian,Bard,27
LCKC,T1 Esports Academy,BNK FEARX Youth,Rumble,Trundle,Sylas,Varus,Bard,Aatrox,Vi,Ahri,Yunara,Neeko,15
LPL,Ultra Prime,Ninjas in Pyjamas,Gwen,Xin Zhao,Taliyah,Lucian,Braum,Aurora,Vi,Orianna,Corki,Rell,34
LCKC,BNK FEARX Youth,T1 Esports Academy,Gwen,Jarvan IV,Orianna,Corki,Rell,Ambessa,Wukong,Galio,Lucian,Braum,37
LPL,Ultra Prime,Ninjas in Pyjamas,Aatrox,Wukong,Ryze,Aphelios,Nautilus,Ambessa,Viego,Galio,Sivir,Leona,28
LCKC,OKSavingsBank BRION Challengers,Hanwha Life Esports Challengers,Gwen,Trundle,Galio,Sivir,Poppy,Ambessa,Zed,Annie,Corki,Alistar,26
LPL,JD Gaming,FunPlus Phoenix,Sion,Xin Zhao,Taliyah,Varus,Rakan,Rumble,Jarvan IV,Akali,Jhin,Rell,19
LCKC,OKSavingsBank BRION Challengers,Hanwha Life Esports Challengers,Rumble,Vi,Yone,Kog'Maw,Lulu,Sion,Wukong,Ryze,Tristana,Rell,43
LPL,FunPlus Phoenix,JD Gaming,K'Sante,Pantheon,Ahri,Corki,Nautilus,Renekton,Sejuani,Azir,Kai'Sa,Neeko,29
HM,Tan'i eSports CZ,BRUTE,Gwen,Trundle,Ahri,Ezreal,Karma,Ambessa,Jax,Aurora,Varus,Neeko,26
HM,BRUTE,Tan'i eSports CZ,K'Sante,Teemo,Aurelion Sol,Kai'Sa,Sylas,Volibear,Nasus,Qiyana,Senna,Yasuo,30
PRM,Unicorns of Love Sexy Edition,Austrian Force willhaben,Rumble,Maokai,Jayce,Yunara,Braum,Ornn,Pantheon,Taliyah,Sivir,Rell,39
PRM,Austrian Force willhaben,Unicorns of Love Sexy Edition,Sion,Xin Zhao,Azir,Tristana,Renata Glasc,Kayn,Vi,Aurora,Kai'Sa,Neeko,40
HM,GLORE,Team UNiTY,Gnar,Xin Zhao,Syndra,Sivir,Rakan,Yorick,Volibear,Xerath,Corki,Nami,38
PRM,Unicorns of Love Sexy Edition,Austrian Force willhaben,Gnar,Wukong,Viktor,Varus,Leona,K'Sante,Viego,Ryze,Corki,Nautilus,32
HM,Team UNiTY,GLORE,Sion,Lee Sin,Annie,Jinx,Rell,Gragas,Trundle,Nasus,Caitlyn,Neeko,46
PRM,Austrian Force willhaben,Unicorns of Love Sexy Edition,Gragas,Skarner,Ahri,Jinx,Lulu,Aatrox,Sejuani,Kayle,Xayah,Rakan,19
PRM,Unicorns of Love Sexy Edition,Austrian Force willhaben,Kennen,Naafiri,Orianna,Nilah,Alistar,Shen,Trundle,Kassadin,Lucian,Nami,30
CD,Los Grandes,Alpha7 Esports,Rumble,Vi,Taliyah,Yunara,Nautilus,Ornn,Wukong,Annie,Kai'Sa,Rell,21
CD,Stellae Gaming,Vivo Keyd Stars Academy,Gwen,Nocturne,Ahri,Yunara,Alistar,Ambessa,Jarvan IV,Orianna,Corki,Rakan,27
CD,Rise Gaming,RED Academy,Renekton,Maokai,Ryze,Kai'Sa,Rell,Jax,Sejuani,Viktor,Yunara,Rakan,31
CD,Flamengo MDL,e-Champ Gaming,Darius,Trundle,Ahri,Varus,Rell,K'Sante,Jarvan IV,Taliyah,Yasuo,Rakan,44
CD,KaBuM! Ilha das Lendas,Corinthians Esports,Ambessa,Xin Zhao,Ryze,Yunara,Bard,Aatrox,Sejuani,Azir,Kai'Sa,Neeko,21
LCKC,DRX Challengers,Gen.G Global Academy,Ambessa,Xin Zhao,Taliyah,Jhin,Bard,Gwen,Wukong,Azir,Xayah,Rakan,33
LCKC,Gen.G Global Academy,DRX Challengers,Sion,Naafiri,Ahri,Varus,Gragas,K'Sante,Jarvan IV,Orianna,Yunara,Alistar,34
LPL,Ninjas in Pyjamas,LGD Gaming,Gwen,Vi,Galio,Corki,Neeko,Jax,Wukong,Ryze,Lucian,Rell,28
LCKC,DRX Challengers,Gen.G Global Academy,Yorick,Nocturne,Ryze,Sivir,Rell,Jayce,Lee Sin,LeBlanc,Lucian,Braum,31
LPL,LGD Gaming,Ninjas in Pyjamas,Udyr,Xin Zhao,Azir,Jhin,Rakan,Ambessa,Pantheon,Taliyah,Zeri,Alistar,27
LPL,Weibo Gaming,Team WE,Ambessa,Wukong,Orianna,Varus,Rakan,Yorick,Pantheon,Taliyah,Corki,Alistar,30
LCKC,Dplus KIA Challengers,DN Freecs Challengers,Rumble,Wukong,Annie,Corki,Nautilus,Aurora,Vi,Galio,Jhin,Rell,45
LPL,Weibo Gaming,Team WE,K'Sante,Trundle,Viktor,Jhin,Bard,Rumble,Skarner,Aurora,Ezreal,Karma,19
LCKC,DN Freecs Challengers,Dplus KIA Challengers,Gragas,Jarvan IV,Taliyah,Varus,Neeko,Renekton,Trundle,Ryze,Yunara,Bard,39
LPL,Team WE,Weibo Gaming,Renekton,Vi,Galio,Kai'Sa,Rell,Jayce,Xin Zhao,Annie,Xayah,Braum,33
HM,Entropiq,EXILE esports,Cho'Gath,Pantheon,Annie,Sivir,Leona,Sion,Xin Zhao,Taliyah,Varus,Alistar,28
HM,EXILE esports,Entropiq,Rumble,Vi,Corki,Kai'Sa,Neeko,Galio,Wukong,Aurora,Yunara,Rakan,41
PRM,ROSSMANN Centaurs,Kaufland Hangry Knights,Gwen,Wukong,Ryze,Varus,Alistar,Rumble,Xin Zhao,Syndra,Jhin,Rell,29
HM,Nightbirds,eSuba,Gwen,Sejuani,Yone,Xayah,Rakan,Ambessa,Wukong,Annie,Lucian,Nami,27
LVP SL,Ramboot Club,UCAM Esports,Gwen,Xin Zhao,Ryze,Kai'Sa,Alistar,Ambessa,Wukong,Syndra,Ezreal,Bard,40
PRM,Kaufland Hangry Knights,ROSSMANN Centaurs,Sion,Kindred,Orianna,Ezreal,Braum,Shen,Jarvan IV,Galio,Jinx,Sona,28
HM,Nightbirds,eSuba,Gragas,Xin Zhao,Akali,Tristana,Rell,Aurora,Jarvan IV,Galio,Yunara,Alistar,34
LVP SL,Ramboot Club,UCAM Esports,Rumble,Skarner,Taliyah,Yunara,Renata Glasc,Sion,Vi,Ahri,Corki,Rell,38
PRM,ROSSMANN Centaurs,Kaufland Hangry Knights,K'Sante,Sejuani,Aurora,Yunara,Nautilus,Gnar,Nocturne,Sylas,Kai'Sa,Rakan,25
PRM,ROSSMANN Centaurs,Kaufland Hangry Knights,Aatrox,Vi,Annie,Sivir,Pyke,Kennen,Trundle,Ahri,Corki,Bard,44
LVP SL,Veni Vidi Vici,Movistar KOI Fénix,Rumble,Nocturne,Orianna,Sivir,Neeko,Gwen,Xin Zhao,Azir,Xayah,Rell,28
LRS,Lechuga Gaming,Maze Gaming,Gragas,Gwen,Yasuo,Sivir,Rakan,Jax,Xin Zhao,Aurora,Varus,Nautilus,40
LVP SL,Veni Vidi Vici,Movistar KOI Fénix,Yorick,Wukong,Aurora,Senna,Rakan,K'Sante,Lee Sin,Ryze,Corki,Alistar,32
LRS,Maze Gaming,Lechuga Gaming,Sion,Trundle,Syndra,Yunara,Rell,K'Sante,Jarvan IV,Azir,Lucian,Nami,26
CD,Vivo Keyd Stars Academy,Rise Gaming,Sion,Jarvan IV,Orianna,Yunara,Lulu,Aatrox,Jax,Akali,Kai'Sa,Rakan,40
LRS,Farenvehn,Seven Dark,Ambessa,Vi,Taliyah,Varus,Rell,Camille,Xin Zhao,Vladimir,Jhin,Alistar,33
CD,Flamengo MDL,Corinthians Esports,Gwen,Pantheon,Galio,Jhin,Rakan,Aurora,Xin Zhao,Smolder,Sivir,Alistar,43
LRS,Farenvehn,Seven Dark,Rumble,Jarvan IV,Hwei,Yunara,Poppy,Galio,Zed,LeBlanc,Sivir,Rakan,37
CD,Stellae Gaming,Alpha7 Esports,Yorick,Maokai,Ryze,Jinx,Nautilus,Ambessa,Wukong,Annie,Yunara,Alistar,24
CD,RED Academy,KaBuM! Ilha das Lendas,Gwen,Trundle,Orianna,Yunara,Karma,Jayce,Vi,Taliyah,Kai'Sa,Neeko,44
CD,e-Champ Gaming,Los Grandes,Aatrox,Jarvan IV,Orianna,Yunara,Rell,Ambessa,Trundle,Akali,Jhin,Nautilus,41
LCKC,Hanwha Life Esports Challengers,Nongshim Esports Academy,Ambessa,Wukong,Orianna,Kai'Sa,Rell,Rumble,Xin Zhao,Annie,Jhin,Neeko,20
LCKC,KT Rolster Challengers,T1 Esports Academy,Rumble,Zed,Taliyah,Varus,Alistar,Ambessa,Trundle,Ryze,Jhin,Bard,37
LCKC,Hanwha Life Esports Challengers,Nongshim Esports Academy,Sion,Pantheon,Cassiopeia,Corki,Alistar,Aatrox,Jarvan IV,Ryze,Xayah,Rakan,30
LCKC,T1 Esports Academy,KT Rolster Challengers,Gwen,Vi,Galio,Miss Fortune,Neeko,Jax,Pantheon,Corki,Yunara,Lulu,35
LCKC,Nongshim Esports Academy,Hanwha Life Esports Challengers,Poppy,Trundle,Viktor,Lucian,Braum,K'Sante,Kindred,Aurora,Sivir,Nautilus,18
LCKC,KT Rolster Challengers,T1 Esports Academy,Sion,Kindred,Twisted Fate,Lucian,Braum,K'Sante,Lillia,Yone,Senna,Rell,45
LCK,T1,KT Rolster,Ambessa,Jarvan IV,Orianna,Varus,Bard,Sion,Xin Zhao,Ryze,Sivir,Neeko,28
LCK,KT Rolster,T1,Rumble,Trundle,Taliyah,Corki,Rell,Gwen,Wukong,Annie,Jhin,Blitzcrank,43
LPL,JD Gaming,Top Esports,Ornn,Pantheon,Aurora,Varus,Rakan,Rumble,Jarvan IV,Orianna,Jhin,Alistar,30
LPL,JD Gaming,Top Esports,K'Sante,Xin Zhao,Azir,Lucian,Braum,Sion,Skarner,Taliyah,Sivir,Rell,35
LCK,BNK FEARX,DN Freecs,Gwen,Wukong,Annie,Zeri,Lulu,Ambessa,Xin Zhao,Galio,Lucian,Nami,28
LPL,Top Esports,JD Gaming,Gnar,Naafiri,Annie,Kalista,Renata Glasc,Renekton,Wukong,Viktor,Corki,Bard,18
LCK,DN Freecs,BNK FEARX,Rumble,Pantheon,Aurora,Sivir,Rell,Aatrox,Nocturne,Ryze,Kai'Sa,Rakan,32
LCK,BNK FEARX,DN Freecs,Sion,Lee Sin,Azir,Jhin,Alistar,K'Sante,Trundle,Taliyah,Aphelios,Nautilus,32
LPL,Bilibili Gaming,Anyone's Legend,Rumble,Trundle,Aurora,Ezreal,Karma,Ambessa,Zed,Taliyah,Kai'Sa,Neeko,35
LPL,Anyone's Legend,Bilibili Gaming,Sion,Pantheon,Orianna,Sivir,Alistar,Yorick,Xin Zhao,Viktor,Lucian,Braum,33
PRM,E WIE EINFACH E-SPORTS,Unicorns of Love Sexy Edition,Ornn,Jarvan IV,Azir,Sivir,Braum,Jax,Maokai,Yone,Varus,Alistar,24
LFL,Galions,Vitality.Bee,Sion,Maokai,Jayce,Yunara,Rakan,Cho'Gath,Pantheon,Azir,Corki,Leona,33
